email_date	email_subject	rank	company	evaluation	notes
5/15/2026	Weekly Market Movers: Global Majors & Industry (15 May 2026)	5	Fennec Pharmaceuticals	40%	
5/15/2026	Daily Market Movers: Global Majors & Industry (15 May 2026)	5	trillion revenue and an EPS of ��546. 4 GeneDx (USA)	5%	
5/15/2026	Daily Market Movers: Global Majors & Industry (15 May 2026)	5	Intellia Therapeutics	4%	
5/15/2026	Weekly Market Movers: Global Majors & Industry (15 May 2026)	6	OSE Immunotherapeutics	40%	
5/15/2026	Daily Market Movers: Global Majors & Industry (15 May 2026)	6	SUGI Holdings	3%	
5/15/2026	Daily Market Movers: Global Majors & Industry (15 May 2026)	7	Damora Therapeutics	3%	
5/15/2026	Weekly Market Movers: Global Majors & Industry (15 May 2026)	7	Innate Pharma	39%	
5/15/2026	Daily Market Movers: Global Majors & Industry (15 May 2026)	8	Nippon Shinyaku	3%	
5/15/2026	Weekly Market Movers: Global Majors & Industry (15 May 2026)	8	Liquidia Corporation	35%	
5/15/2026	Daily Market Movers: Global Majors & Industry (15 May 2026)	8	trillion. 10 Cosmo Pharmaceuticals	3%	
5/15/2026	Weekly Market Movers: Global Majors & Industry (15 May 2026)	9	Scancell	34%	
5/15/2026	Daily Market Movers: Global Majors & Industry (15 May 2026)	9	Medipal Holdings	3%	15 May: Company releases its FY'25 results, reporting revenues of ��3.
5/15/2026	Weekly Market Movers: Global Majors & Industry (15 May 2026)	10	Treace Medical Concepts	32%	
5/18/2026	Daily Market Movers: Global Majors & Industry (18 May 2026)	1	Terumo	19%	
5/18/2026	Weekly Asia Market Movers: Global Majors & Industry (18 May 2026)	1	Hamamatsu Photonics	33%	
